ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
พริกไทย,10,8,เครื่องปรุงอาหาร,50,8857350699017
เครื่องพะโล้ตราเสื้อ,5,3,เครื่องปรุงอาหาร,45,8857350699123
จึงคุนซ้ง  ต้มเนื่อ,10,8.5,เครื่องปรุงอาหาร,20,8857350998004
บัวลอย แป้งสำประหลัง 500กรัม,15,10,เครื่องปรุงอาหาร,17,8858533000095
แป้งท้าวตราบัวลอย,20,15,เครื่องปรุงอาหาร,20,8858533000132
พ.บัวลอย สาคู 500ก.,25,19.75,เครื่องปรุงอาหาร,19,8858533000156
พ.บัวลอย สาคู-ใบเตย 500ก.,27,23,เครื่องปรุงอาหาร,19,8858533000187
แป้งข้าวเจ้า1000ก,38,34,เครื่องปรุงอาหาร,50,8858533000248
แป้งข้าวจ้าว,20,15,เครื่องปรุงอาหาร,100,8858533000255
แป้งข้าวเหนียวตราช้างลูกบอล,40,35,เครื่องปรุงอาหาร,20,8858533000262
แป้งข้าวเหนียว,20,15,เครื่องปรุงอาหาร,100,8858533000279
น้องพรจิ้มเนื้อ100มล,25,19,เครื่องปรุงอาหาร,49,8858624001024
น้ำจิ้มน้องพร30มล,12,9,เครื่องปรุงอาหาร,12,8858624001130
น้ำปลาร้าตราน้องแพร,40,35,เครื่องปรุงอาหาร,20,8858624001574
ทีพอท นมข้น 180ก.,25,19,เครื่องปรุงอาหาร,98,8858705607572
เฮียเพชร350มล,30,28,เครื่องปรุงอาหาร,100,8858759600673
น้ำพริกนรกแม่จิรา,20,12,เครื่องปรุงอาหาร,50,8858843100010
หมี่โคราชตราห้าดาว,30,25,เครื่องปรุงอาหาร,19,8858973399995
น้ำจิ้มสุกี้ตราคุณนัท560มล.,40,35,เครื่องปรุงอาหาร,99,8859156399924
น้ำจิ้มสุกี้ตราคุณนัท280มล.,25,20,เครื่องปรุงอาหาร,196,8859156399962
น้ำจิ้มลูกชิ้นจอมยุทธ16,35,25.5,เครื่องปรุงอาหาร,20,8859169900018
ดอกชบา น้ำตาลมะพร้าว 500กก.,22,18,เครื่องปรุงอาหาร,115,8859747300056
กระเทียมเจียว,10,0,เครื่องปรุงอาหาร,39,A73071601A
น้ำตาลทรายขาว 1กก.,30,24,เครื่องปรุงอาหาร,-20,nt
เกลือ,5,0,เครื่องปรุงอาหาร,0,เกลือ
